freight_inputs_03,freight_activities_02,enables,0.30,,Supporting within-domain pathway: Weighbridge access supports Freight load examination.
freight_inputs_03,freight_activities_03,enables,0.30,,Primary within-domain pathway: Weighbridge access supports Driver cab search.
freight_inputs_04,freight_activities_03,enables,0.30,,Supporting within-domain pathway: Commercial vehicle intelligence supports Driver cab search.
freight_inputs_04,freight_activities_04,enables,0.30,,Primary within-domain pathway: Commercial vehicle intelligence supports Cargo seal verification.
freight_inputs_05,freight_activities_04,enables,0.30,,Supporting within-domain pathway: Freight inspection bays supports Cargo seal verification.
freight_inputs_05,freight_activities_05,enables,0.30,,Primary within-domain pathway: Freight inspection bays supports Driver safeguarding interview.
freight_inputs_01,freight_activities_05,enables,0.30,,Supporting within-domain pathway: Freight examination officers supports Driver safeguarding interview.
freight_activities_01,freight_outputs_01,increases,0.35,,Primary within-domain pathway: Commercial vehicle selection supports Commercial vehicles examined.
freight_activities_02,freight_outputs_01,increases,0.16,,Supporting within-domain pathway: Freight load examination supports Commercial vehicles examined.
freight_activities_02,freight_outputs_02,increases,0.35,,Primary within-domain pathway: Freight load examination supports Freight loads scanned.
freight_activities_03,freight_outputs_02,increases,0.16,,Supporting within-domain pathway: Driver cab search supports Freight loads scanned.
freight_activities_03,freight_outputs_03,increases,0.35,,Primary within-domain pathway: Driver cab search supports Freight drug seizures.
freight_activities_04,freight_outputs_03,increases,0.16,,Supporting within-domain pathway: Cargo seal verification supports Freight drug seizures.
freight_activities_04,freight_outputs_04,increases,0.35,,Primary within-domain pathway: Cargo seal verification supports Cargo anomalies recorded.
freight_activities_05,freight_outputs_04,increases,0.16,,Supporting within-domain pathway: Driver safeguarding interview supports Cargo anomalies recorded.
freight_activities_05,freight_outputs_05,increases,0.35,,Primary within-domain pathway: Driver safeguarding interview supports Freight cases referred.
freight_activities_01,freight_outputs_05,increases,0.16,,Supporting within-domain pathway: Commercial vehicle selection supports Freight cases referred.
freight_outputs_01,freight_outcomes_01,increases,0.35,,Primary within-domain pathway: Commercial vehicles examined supports Freight route disruption.
freight_outputs_02,freight_outcomes_01,increases,0.16,,Supporting within-domain pathway: Freight loads scanned supports Freight route disruption.
freight_outputs_02,freight_outcomes_02,decreases,-0.22,,Primary within-domain pathway: Freight loads scanned reduces Concealment cost increased.
freight_outputs_03,freight_outcomes_02,decreases,-0.22,,Supporting within-domain pathway: Freight drug seizures reduces Concealment cost increased.
freight_outputs_03,freight_outcomes_03,increases,0.35,,Primary within-domain pathway: Freight drug seizures supports Haulage facilitation reduced.
freight_outputs_04,freight_outcomes_03,increases,0.16,,Supporting within-domain pathway: Cargo anomalies recorded supports Haulage facilitation reduced.
freight_outputs_04,freight_outcomes_04,increases,0.35,,Primary within-domain pathway: Cargo anomalies recorded supports Freight seizure weight.
freight_outputs_05,freight_outcomes_04,increases,0.16,,Supporting within-domain pathway: Freight cases referred supports Freight seizure weight.
freight_outputs_05,freight_outcomes_05,increases,0.35,,Primary within-domain pathway: Freight cases referred supports Commercial logistics deterrence.
freight_outputs_01,freight_outcomes_05,increases,0.16,,Supporting within-domain pathway: Commercial vehicles examined supports Commercial logistics deterrence.
inland_enforcement_environment_01,inland_enforcement_inputs_01,increases,0.35,,Primary within-domain pathway: County-lines demand supports Mobile enforcement teams.
inland_enforcement_environment_02,inland_enforcement_inputs_01,increases,0.16,,Supporting within-domain pathway: Criminal warehouse capacity supports Mobile enforcement teams.
inland_enforcement_environment_02,inland_enforcement_inputs_02,increases,0.35,,Primary within-domain pathway: Criminal warehouse capacity supports Regional officer coverage.
inland_enforcement_environment_03,inland_enforcement_inputs_02,increases,0.16,,Supporting within-domain pathway: Domestic transport hubs supports Regional officer coverage.
inland_enforcement_environment_03,inland_enforcement_inputs_03,increases,0.35,,Primary within-domain pathway: Domestic transport hubs supports Surveillance vehicles.
inland_enforcement_environment_04,inland_enforcement_inputs_03,increases,0.16,,Supporting within-domain pathway: Drug redistribution activity supports Surveillance vehicles.
inland_enforcement_environment_04,inland_enforcement_inputs_04,increases,0.35,,Primary within-domain pathway: Drug redistribution activity supports Inland search capability.
inland_enforcement_environment_05,inland_enforcement_inputs_04,increases,0.16,,Supporting within-domain pathway: Vulnerable premises use supports Inland search capability.
inland_enforcement_environment_05,inland_enforcement_inputs_05,increases,0.35,,Primary within-domain pathway: Vulnerable premises use supports Local intelligence access.
inland_enforcement_environment_01,inland_enforcement_inputs_05,increases,0.16,,Supporting within-domain pathway: County-lines demand supports Local intelligence access.
inland_enforcement_inputs_01,inland_enforcement_activities_01,enables,0.30,,Primary within-domain pathway: Mobile enforcement teams supports Transport hub operations.
inland_enforcement_inputs_02,inland_enforcement_activities_01,enables,0.30,,Supporting within-domain pathway: Regional officer coverage supports Transport hub operations.
inland_enforcement_inputs_02,inland_enforcement_activities_02,enables,0.30,,Primary within-domain pathway: Regional officer coverage supports Warehouse compliance visits.
inland_enforcement_inputs_03,inland_enforcement_activities_02,enables,0.30,,Supporting within-domain pathway: Surveillance vehicles supports Warehouse compliance visits.
inland_enforcement_inputs_03,inland_enforcement_activities_03,enables,0.30,,Primary within-domain pathway: Surveillance vehicles supports Targeted vehicle stops.
inland_enforcement_inputs_04,inland_enforcement_activities_03,enables,0.30,,Supporting within-domain pathway: Inland search capability supports Targeted vehicle stops.
inland_enforcement_inputs_04,inland_enforcement_activities_04,enables,0.30,,Primary within-domain pathway: Inland search capability supports Joint enforcement warrants.
inland_enforcement_inputs_05,inland_enforcement_activities_04,enables,0.30,,Supporting within-domain pathway: Local intelligence access supports Joint enforcement warrants.
inland_enforcement_inputs_05,inland_enforcement_activities_05,enables,0.30,,Primary within-domain pathway: Local intelligence access supports Inland safeguarding referral.
inland_enforcement_inputs_01,inland_enforcement_activities_05,enables,0.30,,Supporting within-domain pathway: Mobile enforcement teams supports Inland safeguarding referral.
inland_enforcement_activities_01,inland_enforcement_outputs_01,increases,0.35,,Primary within-domain pathway: Transport hub operations supports Premises searched.
inland_enforcement_activities_02,inland_enforcement_outputs_01,increases,0.16,,Supporting within-domain pathway: Warehouse compliance visits supports Premises searched.
inland_enforcement_activities_02,inland_enforcement_outputs_02,increases,0.35,,Primary within-domain pathway: Warehouse compliance visits supports Vehicles stopped inland.
inland_enforcement_activities_03,inland_enforcement_outputs_02,increases,0.16,,Supporting within-domain pathway: Targeted vehicle stops supports Vehicles stopped inland.
inland_enforcement_activities_03,inland_enforcement_outputs_03,increases,0.35,,Primary within-domain pathway: Targeted vehicle stops supports Drug stock recovered.
inland_enforcement_activities_04,inland_enforcement_outputs_03,increases,0.16,,Supporting within-domain pathway: Joint enforcement warrants supports Drug stock recovered.
inland_enforcement_activities_04,inland_enforcement_outputs_04,increases,0.35,,Primary within-domain pathway: Joint enforcement warrants supports Inland suspects referred.
inland_enforcement_activities_05,inland_enforcement_outputs_04,increases,0.16,,Supporting within-domain pathway: Inland safeguarding referral supports Inland suspects referred.
inland_enforcement_activities_05,inland_enforcement_outputs_05,increases,0.35,,Primary within-domain pathway: Inland safeguarding referral supports Vulnerable people identified.
inland_enforcement_activities_01,inland_enforcement_outputs_05,increases,0.16,,Supporting within-domain pathway: Transport hub operations supports Vulnerable people identified.
inland_enforcement_outputs_01,inland_enforcement_outcomes_01,increases,0.35,,Primary within-domain pathway: Premises searched supports Domestic supply disruption.
inland_enforcement_outputs_02,inland_enforcement_outcomes_01,increases,0.16,,Supporting within-domain pathway: Vehicles stopped inland supports Domestic supply disruption.
inland_enforcement_outputs_02,inland_enforcement_outcomes_02,increases,0.35,,Primary within-domain pathway: Vehicles stopped inland supports Redistribution delay.
inland_enforcement_outputs_03,inland_enforcement_outcomes_02,increases,0.16,,Supporting within-domain pathway: Drug stock recovered supports Redistribution delay.
inland_enforcement_outputs_03,inland_enforcement_outcomes_03,decreases,-0.22,,Primary within-domain pathway: Drug stock recovered reduces Local drug availability.
inland_enforcement_outputs_04,inland_enforcement_outcomes_03,decreases,-0.22,,Supporting within-domain pathway: Inland suspects referred reduces Local drug availability.
inland_enforcement_outputs_04,inland_enforcement_outcomes_04,decreases,-0.22,,Primary within-domain pathway: Inland suspects referred reduces Network displacement.
inland_enforcement_outputs_05,inland_enforcement_outcomes_04,decreases,-0.22,,Supporting within-domain pathway: Vulnerable people identified reduces Network displacement.
inland_enforcement_outputs_05,inland_enforcement_outcomes_05,increases,0.35,,Primary within-domain pathway: Vulnerable people identified supports Community confidence.
inland_enforcement_outputs_01,inland_enforcement_outcomes_05,increases,0.16,,Supporting within-domain pathway: Premises searched supports Community confidence.
investigations_environment_01,investigations_inputs_01,increases,0.35,,Primary within-domain pathway: Network organisational complexity supports Specialist investigators.
investigations_environment_02,investigations_inputs_01,increases,0.16,,Supporting within-domain pathway: Encrypted communication use supports Specialist investigators.
investigations_environment_02,investigations_inputs_02,increases,0.35,,Primary within-domain pathway: Encrypted communication use supports Digital forensic capacity.
investigations_environment_03,investigations_inputs_02,increases,0.16,,Supporting within-domain pathway: Criminal identity fraud supports Digital forensic capacity.
investigations_environment_03,investigations_inputs_03,increases,0.35,,Primary within-domain pathway: Criminal identity fraud supports Operational legal support.
investigations_environment_04,investigations_inputs_03,increases,0.16,,Supporting within-domain pathway: Evidential threshold pressure supports Operational legal support.
investigations_environment_04,investigations_inputs_04,increases,0.35,,Primary within-domain pathway: Evidential threshold pressure supports Case management capacity.
investigations_environment_05,investigations_inputs_04,increases,0.16,,Supporting within-domain pathway: Cross-jurisdiction case volume supports Case management capacity.
investigations_environment_05,investigations_inputs_05,increases,0.35,,Primary within-domain pathway: Cross-jurisdiction case volume supports Surveillance authorities.
investigations_environment_01,investigations_inputs_05,increases,0.16,,Supporting within-domain pathway: Network organisational complexity supports Surveillance authorities.
investigations_inputs_01,investigations_activities_01,enables,0.30,,Primary within-domain pathway: Specialist investigators supports Criminal case development.
investigations_inputs_02,investigations_activities_01,enables,0.30,,Supporting within-domain pathway: Digital forensic capacity supports Criminal case development.
investigations_inputs_02,investigations_activities_02,enables,0.30,,Primary within-domain pathway: Digital forensic capacity supports Device exploitation.
investigations_inputs_03,investigations_activities_02,enables,0.30,,Supporting within-domain pathway: Operational legal support supports Device exploitation.
investigations_inputs_03,investigations_activities_03,enables,0.30,,Primary within-domain pathway: Operational legal support supports Suspect network mapping.
investigations_inputs_04,investigations_activities_03,enables,0.30,,Supporting within-domain pathway: Case management capacity supports Suspect network mapping.
investigations_inputs_04,investigations_activities_04,enables,0.30,,Primary within-domain pathway: Case management capacity supports Evidence review.
investigations_inputs_05,investigations_activities_04,enables,0.30,,Supporting within-domain pathway: Surveillance authorities supports Evidence review.
investigations_inputs_05,investigations_activities_05,enables,0.30,,Primary within-domain pathway: Surveillance authorities supports Arrest planning.
investigations_inputs_01,investigations_activities_05,enables,0.30,,Supporting within-domain pathway: Specialist investigators supports Arrest planning.
investigations_activities_01,investigations_outputs_01,increases,0.35,,Primary within-domain pathway: Criminal case development supports Trafficking cases opened.
investigations_activities_02,investigations_outputs_01,increases,0.16,,Supporting within-domain pathway: Device exploitation supports Trafficking cases opened.
investigations_activities_02,investigations_outputs_02,increases,0.35,,Primary within-domain pathway: Device exploitation supports Digital devices examined.
investigations_activities_03,investigations_outputs_02,increases,0.16,,Supporting within-domain pathway: Suspect network mapping supports Digital devices examined.
investigations_activities_03,investigations_outputs_03,increases,0.35,,Primary within-domain pathway: Suspect network mapping supports Evidential packages completed.
investigations_activities_04,investigations_outputs_03,increases,0.16,,Supporting within-domain pathway: Evidence review supports Evidential packages completed.
investigations_activities_04,investigations_outputs_04,increases,0.35,,Primary within-domain pathway: Evidence review supports Trafficking arrests.
investigations_activities_05,investigations_outputs_04,increases,0.16,,Supporting within-domain pathway: Arrest planning supports Trafficking arrests.
investigations_activities_05,investigations_outputs_05,increases,0.35,,Primary within-domain pathway: Arrest planning supports Prosecution referrals.
investigations_activities_01,investigations_outputs_05,increases,0.16,,Supporting within-domain pathway: Criminal case development supports Prosecution referrals.
investigations_outputs_01,investigations_outcomes_01,increases,0.35,,Primary within-domain pathway: Trafficking cases opened supports Network leadership removed.
investigations_outputs_02,investigations_outcomes_01,increases,0.16,,Supporting within-domain pathway: Digital devices examined supports Network leadership removed.
investigations_outputs_02,investigations_outcomes_02,increases,0.35,,Primary within-domain pathway: Digital devices examined supports Conviction likelihood.
investigations_outputs_03,investigations_outcomes_02,increases,0.16,,Supporting within-domain pathway: Evidential packages completed supports Conviction likelihood.
investigations_outputs_03,investigations_outcomes_03,decreases,-0.22,,Primary within-domain pathway: Evidential packages completed reduces Investigation duration.
investigations_outputs_04,investigations_outcomes_03,decreases,-0.22,,Supporting within-domain pathway: Trafficking arrests reduces Investigation duration.
investigations_outputs_04,investigations_outcomes_04,increases,0.35,,Primary within-domain pathway: Trafficking arrests supports Criminal network fragmentation.
investigations_outputs_05,investigations_outcomes_04,increases,0.16,,Supporting within-domain pathway: Prosecution referrals supports Criminal network fragmentation.
investigations_outputs_05,investigations_outcomes_05,increases,0.35,,Primary within-domain pathway: Prosecution referrals supports Investigative deterrence.
investigations_outputs_01,investigations_outcomes_05,increases,0.16,,Supporting within-domain pathway: Trafficking cases opened supports Investigative deterrence.
financial_disruption_environment_01,financial_disruption_inputs_01,increases,0.35,,Primary within-domain pathway: Trafficking cash flow supports Financial investigators.
financial_disruption_environment_02,financial_disruption_inputs_01,increases,0.16,,Supporting within-domain pathway: Crypto-asset laundering supports Financial investigators.
financial_disruption_environment_02,financial_disruption_inputs_02,increases,0.35,,Primary within-domain pathway: Crypto-asset laundering supports Transaction data access.
financial_disruption_environment_03,financial_disruption_inputs_02,increases,0.16,,Supporting within-domain pathway: Trade-based laundering supports Transaction data access.
financial_disruption_environment_03,financial_disruption_inputs_03,increases,0.35,,Primary within-domain pathway: Trade-based laundering supports Crypto tracing tools.
financial_disruption_environment_04,financial_disruption_inputs_03,increases,0.16,,Supporting within-domain pathway: Professional enabler activity supports Crypto tracing tools.
financial_disruption_environment_04,financial_disruption_inputs_04,increases,0.35,,Primary within-domain pathway: Professional enabler activity supports Asset restraint expertise.
financial_disruption_environment_05,financial_disruption_inputs_04,increases,0.16,,Supporting within-domain pathway: Criminal asset concealment supports Asset restraint expertise.
financial_disruption_environment_05,financial_disruption_inputs_05,increases,0.35,,Primary within-domain pathway: Criminal asset concealment supports Financial liaison officers.
financial_disruption_environment_01,financial_disruption_inputs_05,increases,0.16,,Supporting within-domain pathway: Trafficking cash flow supports Financial liaison officers.
financial_disruption_inputs_01,financial_disruption_activities_01,enables,0.30,,Primary within-domain pathway: Financial investigators supports Criminal money-flow tracing.
financial_disruption_inputs_02,financial_disruption_activities_01,enables,0.30,,Supporting within-domain pathway: Transaction data access supports Criminal money-flow tracing.
financial_disruption_inputs_02,financial_disruption_activities_02,enables,0.30,,Primary within-domain pathway: Transaction data access supports Suspicious report analysis.
financial_disruption_inputs_03,financial_disruption_activities_02,enables,0.30,,Supporting within-domain pathway: Crypto tracing tools supports Suspicious report analysis.
financial_disruption_inputs_03,financial_disruption_activities_03,enables,0.30,,Primary within-domain pathway: Crypto tracing tools supports Crypto wallet analysis.
financial_disruption_inputs_04,financial_disruption_activities_03,enables,0.30,,Supporting within-domain pathway: Asset restraint expertise supports Crypto wallet analysis.
financial_disruption_inputs_04,financial_disruption_activities_04,enables,0.30,,Primary within-domain pathway: Asset restraint expertise supports Asset identification.
financial_disruption_inputs_05,financial_disruption_activities_04,enables,0.30,,Supporting within-domain pathway: Financial liaison officers supports Asset identification.
financial_disruption_inputs_05,financial_disruption_activities_05,enables,0.30,,Primary within-domain pathway: Financial liaison officers supports Restraint application.
financial_disruption_inputs_01,financial_disruption_activities_05,enables,0.30,,Supporting within-domain pathway: Financial investigators supports Restraint application.
financial_disruption_activities_01,financial_disruption_outputs_01,increases,0.35,,Primary within-domain pathway: Criminal money-flow tracing supports Trafficking accounts identified.
financial_disruption_activities_02,financial_disruption_outputs_01,increases,0.16,,Supporting within-domain pathway: Suspicious report analysis supports Trafficking accounts identified.
financial_disruption_activities_02,financial_disruption_outputs_02,increases,0.35,,Primary within-domain pathway: Suspicious report analysis supports Crypto wallets traced.
financial_disruption_activities_03,financial_disruption_outputs_02,increases,0.16,,Supporting within-domain pathway: Crypto wallet analysis supports Crypto wallets traced.
financial_disruption_activities_03,financial_disruption_outputs_03,increases,0.35,,Primary within-domain pathway: Crypto wallet analysis supports Criminal assets restrained.
financial_disruption_activities_04,financial_disruption_outputs_03,increases,0.16,,Supporting within-domain pathway: Asset identification supports Criminal assets restrained.
financial_disruption_activities_04,financial_disruption_outputs_04,increases,0.35,,Primary within-domain pathway: Asset identification supports Professional enablers referred.
financial_disruption_activities_05,financial_disruption_outputs_04,increases,0.16,,Supporting within-domain pathway: Restraint application supports Professional enablers referred.
financial_disruption_activities_05,financial_disruption_outputs_05,increases,0.35,,Primary within-domain pathway: Restraint application supports Financial intelligence packages.
financial_disruption_activities_01,financial_disruption_outputs_05,increases,0.16,,Supporting within-domain pathway: Criminal money-flow tracing supports Financial intelligence packages.
financial_disruption_outputs_01,financial_disruption_outcomes_01,increases,0.35,,Primary within-domain pathway: Trafficking accounts identified supports Trafficking capital reduced.
financial_disruption_outputs_02,financial_disruption_outcomes_01,increases,0.16,,Supporting within-domain pathway: Crypto wallets traced supports Trafficking capital reduced.
financial_disruption_outputs_02,financial_disruption_outcomes_02,decreases,-0.22,,Primary within-domain pathway: Crypto wallets traced reduces Laundering capacity disrupted.
financial_disruption_outputs_03,financial_disruption_outcomes_02,decreases,-0.22,,Supporting within-domain pathway: Criminal assets restrained reduces Laundering capacity disrupted.
financial_disruption_outputs_03,financial_disruption_outcomes_03,increases,0.35,,Primary within-domain pathway: Criminal assets restrained supports Criminal asset recovery.
financial_disruption_outputs_04,financial_disruption_outcomes_03,increases,0.16,,Supporting within-domain pathway: Professional enablers referred supports Criminal asset recovery.
financial_disruption_outputs_04,financial_disruption_outcomes_04,increases,0.35,,Primary within-domain pathway: Professional enablers referred supports Network replacement cost increased.
financial_disruption_outputs_05,financial_disruption_outcomes_04,increases,0.16,,Supporting within-domain pathway: Financial intelligence packages supports Network replacement cost increased.
financial_disruption_outputs_05,financial_disruption_outcomes_05,increases,0.35,,Primary within-domain pathway: Financial intelligence packages supports Financial deterrence.
financial_disruption_outputs_01,financial_disruption_outcomes_05,increases,0.16,,Supporting within-domain pathway: Trafficking accounts identified supports Financial deterrence.
international_partnerships_environment_01,international_partnerships_inputs_01,increases,0.35,,Primary within-domain pathway: Source-country production supports International liaison officers.
international_partnerships_environment_02,international_partnerships_inputs_01,increases,0.16,,Supporting within-domain pathway: Transit-state enforcement capacity supports International liaison officers.
international_partnerships_environment_02,international_partnerships_inputs_02,increases,0.35,,Primary within-domain pathway: Transit-state enforcement capacity supports Bilateral operating agreements.
international_partnerships_environment_03,international_partnerships_inputs_02,increases,0.16,,Supporting within-domain pathway: International information latency supports Bilateral operating agreements.
international_partnerships_environment_03,international_partnerships_inputs_03,increases,0.35,,Primary within-domain pathway: International information latency supports Joint taskforce capacity.
international_partnerships_environment_04,international_partnerships_inputs_03,increases,0.16,,Supporting within-domain pathway: Cross-border legal differences supports Joint taskforce capacity.
international_partnerships_environment_04,international_partnerships_inputs_04,increases,0.35,,Primary within-domain pathway: Cross-border legal differences supports Secure partner channels.
international_partnerships_environment_05,international_partnerships_inputs_04,increases,0.16,,Supporting within-domain pathway: Overseas corruption exposure supports Secure partner channels.
international_partnerships_environment_05,international_partnerships_inputs_05,increases,0.35,,Primary within-domain pathway: Overseas corruption exposure supports Overseas programme funding.
international_partnerships_environment_01,international_partnerships_inputs_05,increases,0.16,,Supporting within-domain pathway: Source-country production supports Overseas programme funding.
international_partnerships_inputs_01,international_partnerships_activities_01,enables,0.30,,Primary within-domain pathway: International liaison officers supports International intelligence exchange.
international_partnerships_inputs_02,international_partnerships_activities_01,enables,0.30,,Supporting within-domain pathway: Bilateral operating agreements supports International intelligence exchange.
international_partnerships_inputs_02,international_partnerships_activities_02,enables,0.30,,Primary within-domain pathway: Bilateral operating agreements supports Joint operational planning.
international_partnerships_inputs_03,international_partnerships_activities_02,enables,0.30,,Supporting within-domain pathway: Joint taskforce capacity supports Joint operational planning.
international_partnerships_inputs_03,international_partnerships_activities_03,enables,0.30,,Primary within-domain pathway: Joint taskforce capacity supports Partner training delivery.
international_partnerships_inputs_04,international_partnerships_activities_03,enables,0.30,,Supporting within-domain pathway: Secure partner channels supports Partner training delivery.
international_partnerships_inputs_04,international_partnerships_activities_04,enables,0.30,,Primary within-domain pathway: Secure partner channels supports Upstream target development.
international_partnerships_inputs_05,international_partnerships_activities_04,enables,0.30,,Supporting within-domain pathway: Overseas programme funding supports Upstream target development.
international_partnerships_inputs_05,international_partnerships_activities_05,enables,0.30,,Primary within-domain pathway: Overseas programme funding supports Cross-border deconfliction.
international_partnerships_inputs_01,international_partnerships_activities_05,enables,0.30,,Supporting within-domain pathway: International liaison officers supports Cross-border deconfliction.
international_partnerships_activities_01,international_partnerships_outputs_01,increases,0.35,,Primary within-domain pathway: International intelligence exchange supports International partner alerts.
international_partnerships_activities_02,international_partnerships_outputs_01,increases,0.16,,Supporting within-domain pathway: Joint operational planning supports International partner alerts.
international_partnerships_activities_02,international_partnerships_outputs_02,increases,0.35,,Primary within-domain pathway: Joint operational planning supports Joint operations launched.
international_partnerships_activities_03,international_partnerships_outputs_02,increases,0.16,,Supporting within-domain pathway: Partner training delivery supports Joint operations launched.
international_partnerships_activities_03,international_partnerships_outputs_03,increases,0.35,,Primary within-domain pathway: Partner training delivery supports Partner officers trained.
international_partnerships_activities_04,international_partnerships_outputs_03,increases,0.16,,Supporting within-domain pathway: Upstream target development supports Partner officers trained.
international_partnerships_activities_04,international_partnerships_outputs_04,increases,0.35,,Primary within-domain pathway: Upstream target development supports Upstream drug seizures.
international_partnerships_activities_05,international_partnerships_outputs_04,increases,0.16,,Supporting within-domain pathway: Cross-border deconfliction supports Upstream drug seizures.
international_partnerships_activities_05,international_partnerships_outputs_05,increases,0.35,,Primary within-domain pathway: Cross-border deconfliction supports Coordinated target lists.
international_partnerships_activities_01,international_partnerships_outputs_05,increases,0.16,,Supporting within-domain pathway: International intelligence exchange supports Coordinated target lists.
international_partnerships_outputs_01,international_partnerships_outcomes_01,increases,0.35,,Primary within-domain pathway: International partner alerts supports Upstream trafficking disruption.
international_partnerships_outputs_02,international_partnerships_outcomes_01,increases,0.16,,Supporting within-domain pathway: Joint operations launched supports Upstream trafficking disruption.
international_partnerships_outputs_02,international_partnerships_outcomes_02,increases,0.35,,Primary within-domain pathway: Joint operations launched supports International warning time.
international_partnerships_outputs_03,international_partnerships_outcomes_02,increases,0.16,,Supporting within-domain pathway: Partner officers trained supports International warning time.
international_partnerships_outputs_03,international_partnerships_outcomes_03,increases,0.35,,Primary within-domain pathway: Partner officers trained supports Shared route intelligence.
international_partnerships_outputs_04,international_partnerships_outcomes_03,increases,0.16,,Supporting within-domain pathway: Upstream drug seizures supports Shared route intelligence.
international_partnerships_outputs_04,international_partnerships_outcomes_04,increases,0.35,,Primary within-domain pathway: Upstream drug seizures supports Partner enforcement capability.
international_partnerships_outputs_05,international_partnerships_outcomes_04,increases,0.16,,Supporting within-domain pathway: Coordinated target lists supports Partner enforcement capability.
international_partnerships_outputs_05,international_partnerships_outcomes_05,decreases,-0.22,,Primary within-domain pathway: Coordinated target lists reduces International route displacement.
international_partnerships_outputs_01,international_partnerships_outcomes_05,decreases,-0.22,,Supporting within-domain pathway: International partner alerts reduces International route displacement.
workforce_environment_01,workforce_inputs_01,increases,0.35,,Primary within-domain pathway: Operational workload pressure supports Border officer headcount.
workforce_environment_02,workforce_inputs_01,increases,0.16,,Supporting within-domain pathway: Shift-demand volatility supports Border officer headcount.
workforce_environment_02,workforce_inputs_02,increases,0.35,,Primary within-domain pathway: Shift-demand volatility supports Specialist training places.
workforce_environment_03,workforce_inputs_02,increases,0.16,,Supporting within-domain pathway: Occupational safety risk supports Specialist training places.
workforce_environment_03,workforce_inputs_03,increases,0.35,,Primary within-domain pathway: Occupational safety risk supports Workforce wellbeing support.
workforce_environment_04,workforce_inputs_03,increases,0.16,,Supporting within-domain pathway: Recruitment competition supports Workforce wellbeing support.
workforce_environment_04,workforce_inputs_04,increases,0.35,,Primary within-domain pathway: Recruitment competition supports Roster flexibility.
workforce_environment_05,workforce_inputs_04,increases,0.16,,Supporting within-domain pathway: Training demand supports Roster flexibility.
workforce_environment_05,workforce_inputs_05,increases,0.35,,Primary within-domain pathway: Training demand supports Protective equipment availability.
workforce_environment_01,workforce_inputs_05,increases,0.16,,Supporting within-domain pathway: Operational workload pressure supports Protective equipment availability.
workforce_inputs_01,workforce_activities_01,enables,0.30,,Primary within-domain pathway: Border officer headcount supports Operational skills training.
workforce_inputs_02,workforce_activities_01,enables,0.30,,Supporting within-domain pathway: Specialist training places supports Operational skills training.
workforce_inputs_02,workforce_activities_02,enables,0.30,,Primary within-domain pathway: Specialist training places supports Shift planning.
workforce_inputs_03,workforce_activities_02,enables,0.30,,Supporting within-domain pathway: Workforce wellbeing support supports Shift planning.
workforce_inputs_03,workforce_activities_03,enables,0.30,,Primary within-domain pathway: Workforce wellbeing support supports Frontline supervision.
workforce_inputs_04,workforce_activities_03,enables,0.30,,Supporting within-domain pathway: Roster flexibility supports Frontline supervision.
workforce_inputs_04,workforce_activities_04,enables,0.30,,Primary within-domain pathway: Roster flexibility supports Workforce welfare intervention.
workforce_inputs_05,workforce_activities_04,enables,0.30,,Supporting within-domain pathway: Protective equipment availability supports Workforce welfare intervention.
workforce_inputs_05,workforce_activities_05,enables,0.30,,Primary within-domain pathway: Protective equipment availability supports Operational lessons review.
workforce_inputs_01,workforce_activities_05,enables,0.30,,Supporting within-domain pathway: Border officer headcount supports Operational lessons review.
workforce_activities_01,workforce_outputs_01,increases,0.35,,Primary within-domain pathway: Operational skills training supports Trained officers available.
workforce_activities_02,workforce_outputs_01,increases,0.16,,Supporting within-domain pathway: Shift planning supports Trained officers available.
workforce_activities_02,workforce_outputs_02,increases,0.35,,Primary within-domain pathway: Shift planning supports Priority shifts covered.
workforce_activities_03,workforce_outputs_02,increases,0.16,,Supporting within-domain pathway: Frontline supervision supports Priority shifts covered.
workforce_activities_03,workforce_outputs_03,increases,0.35,,Primary within-domain pathway: Frontline supervision supports Competence assessments completed.
workforce_activities_04,workforce_outputs_03,increases,0.16,,Supporting within-domain pathway: Workforce welfare intervention supports Competence assessments completed.
workforce_activities_04,workforce_outputs_04,increases,0.35,,Primary within-domain pathway: Workforce welfare intervention supports Welfare cases supported.
workforce_activities_05,workforce_outputs_04,increases,0.16,,Supporting within-domain pathway: Operational lessons review supports Welfare cases supported.
workforce_activities_05,workforce_outputs_05,increases,0.35,,Primary within-domain pathway: Operational lessons review supports Safety actions completed.
workforce_activities_01,workforce_outputs_05,increases,0.16,,Supporting within-domain pathway: Operational skills training supports Safety actions completed.
workforce_outputs_01,workforce_outcomes_01,increases,0.35,,Primary within-domain pathway: Trained officers available supports Operational readiness.
workforce_outputs_02,workforce_outcomes_01,increases,0.16,,Supporting within-domain pathway: Priority shifts covered supports Operational readiness.
workforce_outputs_02,workforce_outcomes_02,increases,0.35,,Primary within-domain pathway: Priority shifts covered supports Workforce retention.
workforce_outputs_03,workforce_outcomes_02,increases,0.16,,Supporting within-domain pathway: Competence assessments completed supports Workforce retention.
workforce_outputs_03,workforce_outcomes_03,decreases,-0.22,,Primary within-domain pathway: Competence assessments completed reduces Officer fatigue risk.
workforce_outputs_04,workforce_outcomes_03,decreases,-0.22,,Supporting within-domain pathway: Welfare cases supported reduces Officer fatigue risk.
workforce_outputs_04,workforce_outcomes_04,increases,0.35,,Primary within-domain pathway: Welfare cases supported supports Frontline decision quality.
